#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PMVK	9606.ENSP00000357452	Phosphomevalonate kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=192:Pfam_P-mevalo_kinase(14|124)+	10654,2.7.4.2,3CH4,AAC37593.1,AAC60791.1,AAH06089.1,AAH07694.1,AAV38779.1,AEE61315.1,AF026069,AK312803,BAG35661.1,BC006089,BC007694,BT019976,CAG46795.1,CCDS1073,CCDS1073.1,CH471121,CR541998,EAW53177.1,EAW53178.1,EC 2.7.4.2,ENSG00000163344,ENSP00000295520,ENSP00000357452,ENST00000295520,ENST00000368467,ENST00000368467.3,HGNC:9141,HM005718,HPA029900,HUMPMKI,L77213,NM_001323011,NM_001323011.3,NM_001323012,NM_001323012.3,NM_001348696,NM_001348696.2,NM_006556,NM_006556.3,NM_006556.4,NP_001309940,NP_001309940.1,NP_001309941,NP_001309941.1,NP_001335625,NP_001335625.1,NP_006547,NP_006547.1,NX_Q15126,OMIM:607622,OTTHUMG00000037415,PMK,PMKA,PMKASE,PMKI,PMKase,PMVK,PMVK-201,PMVK_HUMAN,POROK1,Phosphomevalonate kinase,Q15126,Q5TZW9,Q6FGV9,R-HSA-1430728,R-HSA-1655829,R-HSA-191273,R-HSA-2426168,R-HSA-556833,R-HSA-8957322,UPI000013E263,hPMK,hsa:10654,phosphomevalonate kinase,uc001ffq.4
POLG	9606.ENSP00000399851	DNA polymerase subunit gamma-1; Involved in the replication of mitochondrial DNA. Associates with mitochondrial DNA; Belongs to the DNA polymerase type-A family.	https://smart.embl.de/smart/DDvec.cgi?smart=1239:POLAc(871|1145)+	2.7.7.7,3IKM,4ZTU,4ZTZ,5428,5C51,5C52,5C53,A0A0D9SFM1,A0A1B0GTQ6,A0A1B0GTU7,A0A1B0GUT0,A0A1B0GV78,A0A1B0GV99,A0A1B0GVT8,A0A1B0GW33,A0A3B3IS91,AAC50712.1,AAH42571.1,AAH50559.1,AAM77583.1,AC124068,ADP90854.1,ADP90855.1,ADP90856.1,ADP90857.1,ADP90858.1,ADP90859.1,ADP90860.1,ADP90861.1,ADP90862.1,ADP90863.1,ADP90864.1,ADP90865.1,ADP90866.1,ADP90868.1,ADP90869.1,ADP90870.1,ADP90872.1,ADP90873.1,ADP90874.1,ADP90875.1,ADP90876.1,ADP90877.1,ADP90878.1,ADP90879.1,ADP90880.1,ADP90881.1,ADP90882.1,ADP90883.1,ADP90885.1,ADP90886.1,ADP90887.1,ADP90888.1,ADP90889.1,ADP90890.1,ADP90891.1,ADP90892.1,ADP90893.1,AF497906,AZB52146.1,BAA12223.1,BC042571,BC050559,CAA66719.1,CCDS10350,CCDS10350.1,CH471101,CHEMBL2732,D84103,DNA polymerase gamma 1,DNA polymerase gamma, catalytic subunit,DNA polymerase subunit gamma-1,DPOG1_HUMAN,E5KNU5,EAX02045.1,EAX02047.1,EC 2.7.7.7,ENSG00000140521,ENSP00000268124,ENSP00000399851,ENSP00000431395,ENSP00000432389,ENSP00000432885,ENSP00000433502,ENSP00000434937,ENSP00000486730,ENSP00000489799,ENSP00000489844,ENSP00000490231,ENSP00000490403,ENSP00000490427,ENSP00000490653,ENSP00000490756,ENSP00000497242,ENSP00000499495,ENSP00000499709,ENST00000268124,ENST00000268124.9,ENST00000442287,ENST00000442287.6,ENST00000525806,ENST00000526314,ENST00000526314.2,ENST00000526398,ENST00000526398.1,ENST00000526573,ENST00000526573.1,ENST00000526671,ENST00000526671.1,ENST00000528881,ENST00000528881.2,ENST00000530292,ENST00000530715,ENST00000530715.5,ENST00000532363,ENST00000532363.2,ENST00000532584,ENST00000532584.5,ENST00000533857,ENST00000533857.1,ENST00000631044,ENST00000631044.2,ENST00000635831,ENST00000635831.1,ENST00000635986,ENST00000636530,ENST00000636530.1,ENST00000636774,ENST00000636774.1,ENST00000636812,ENST00000636812.1,ENST00000636937,ENST00000636937.1,ENST00000637042,ENST00000637042.1,ENST00000637238,ENST00000637238.1,ENST00000637264,ENST00000637264.1,ENST00000637307,ENST00000637307.1,ENST00000637711,ENST00000637711.1,ENST00000650303,ENST00000650303.1,ENST00000666746,ENST00000670281,ENST00000672071,ENST00000672695,ENST00000672923,H0YCD2,H0YCV2,H0YD36,H0YDF1,H0YE43,HGNC:9179,HPA056821,HPA078482,HQ205386,HQ205387,HQ205388,HQ205389,HQ205390,HQ205391,HQ205392,HQ205393,HQ205394,HQ205395,HQ205396,HQ205397,HQ205398,HQ205400,HQ205401,HQ205402,HQ205404,HQ205405,HQ205406,HQ205407,HQ205408,HQ205409,HQ205410,HQ205411,HQ205412,HQ205413,HQ205414,HQ205415,HQ205417,HQ205418,HQ205419,HQ205420,HQ205421,HQ205422,HQ205423,HQ205424,HQ205425,LRG_765,LRG_765t1,MDP1,MH973638,MIRAS,MTDPS4A,MTDPS4B,Mitochondrial DNA polymerase catalytic subunit,NM_001126131,NM_001126131.1,NM_001126131.2,NM_002693,NM_002693.2,NP_001119603,NP_001119603.1,NP_002684,NP_002684.1,NX_P54098,OMIM:174763,OTTHUMG00000149646,P54098,PEO,POLG,POLG-201,POLG-202,POLG-203,POLG-204,POLG-205,POLG-206,POLG-207,POLG-208,POLG-209,POLG-210,POLG-211,POLG-212,POLG-213,POLG-214,POLG-215,POLG-216,POLG-217,POLG-218,POLG-219,POLG-220,POLG-221,POLG-222,POLG-223,POLG-224,POLG-225,POLG-226,POLG-227,POLG-228,POLG-229,POLG-230,POLG1,POLGA,PolG-alpha,Q8NFM2,Q92515,SANDO,SCAE,U60325,UPI000000D9E8,UPI0001F77D76,UPI0001F77D79,UPI000333516B,UPI0005C121D5,UPI0005C12218,UPI0007E52A65,UPI0007E52A76,UPI0007E52B82,UPI0007E52C9E,UPI0007E52D4B,UPI00080A7E8B,UPI000E6E999D,UPI001147BC7F,UPI001148E45A,UPI00114B96F9,URS00008B6838,URS0000D0EC59,URS0000D4BD4E,URS0000D6E318,URS0000E9BDAA,X98093,hsa:5428,polymerase (DNA directed), gamma,polymerase (DNA) gamma, catalytic subunit,uc002bnr.5,uc002bns.5
POLG2	9606.ENSP00000442563	DNA polymerase subunit gamma-2, mitochondrial; Mitochondrial polymerase processivity subunit. Stimulates the polymerase and exonuclease activities, and increases the processivity of the enzyme. Binds to ss-DNA.	https://smart.embl.de/smart/DDvec.cgi?smart=485:Pfam_HGTP_anticodon(379|478)+	11232,2G4C,3IKL,3IKM,4ZTU,4ZTZ,5C51,5C52,5C53,AAC51321.1,AAD50382.1,AAD56542.1,AAD56640.1,AAH00913.2,AAH09194.1,AC234063,ADP91694.1,ADP91695.1,ADP91696.1,ADP91697.1,ADP91698.1,ADP91699.1,ADP91700.1,ADP91702.1,ADP91703.1,ADP91704.1,ADP91705.1,ADP91706.1,ADP91707.1,ADP91708.1,ADP91709.1,ADP91710.1,ADP91711.1,ADP91712.1,ADP91713.1,ADP91714.1,ADP91715.1,ADP91716.1,ADP91717.1,ADP91718.1,ADP91719.1,ADP91720.1,ADP91721.1,ADP91722.1,ADP91723.1,ADP91724.1,ADP91725.1,ADP91726.1,ADP91727.1,ADP91728.1,ADP91729.1,ADP91730.1,ADP91731.1,ADP91732.1,ADP91733.1,AF142992,AF177201,AF184344,BC000913,BC009194,CAB017030,CCDS32706,CCDS32706.1,CH471109,CHEMBL3430903,DNA polymerase gamma 2,DNA polymerase gamma 2, accessory subunit,DNA polymerase gamma accessory 55 kDa subunit,DNA polymerase subunit gamma-2, mitochondrial,DPOG2_HUMAN,E5KS15,EAW94204.1,ENSG00000256525,ENSP00000442563,ENSP00000462071,ENSP00000464389,ENSP00000500198,ENSP00000500690,ENST00000539111,ENST00000539111.6,ENST00000577506,ENST00000577506.5,ENST00000578687,ENST00000578687.5,ENST00000578997,ENST00000578997.1,ENST00000580490,ENST00000580490.1,ENST00000580893,ENST00000580893.5,ENST00000581355,ENST00000581355.1,ENST00000582501,ENST00000582501.5,ENST00000585104,ENST00000585141,ENST00000585141.5,ENST00000671755,ENST00000673460,HGNC:9180,HP55,HPA023202,HQ205826,HQ205827,HQ205828,HQ205829,HQ205830,HQ205831,HQ205832,HQ205834,HQ205835,HQ205836,HQ205837,HQ205838,HQ205839,HQ205840,HQ205841,HQ205842,HQ205843,HQ205844,HQ205845,HQ205846,HQ205847,HQ205848,HQ205849,HQ205850,HQ205851,HQ205852,HQ205853,HQ205854,HQ205855,HQ205856,HQ205857,HQ205858,HQ205859,HQ205860,HQ205861,HQ205862,HQ205863,HQ205864,HQ205865,J3KRM2,J3QRU9,MTDPS16,MTPOLB,Mitochondrial DNA polymerase accessory subunit,MtPolB,NM_007215,NM_007215.3,NM_007215.4,NP_009146,NP_009146.2,NX_Q9UHN1,O00419,OMIM:604983,OTTHUMG00000178899,PEOA4,POLB,POLG-BETA,POLG2,POLG2-201,POLG2-202,POLG2-203,POLG2-204,POLG2-205,POLG2-206,POLG2-207,POLG2-208,POLG2-209,POLG2-210,POLG2-211,POLG2-212,POLGB,PolG-beta,Q0IJ81,Q96GW2,Q9UHN1,Q9UK35,Q9UK94,R-HSA-1592230,R-HSA-1852241,R-HSA-2151201,U94703,UPI000012974A,UPI000268B161,UPI000268B162,URS00008B2F1A,URS00008C3963,URS0000D6DC6E,URS0000D6DE4E,URS0000EA07D4,hsa:11232,p55,polymerase (DNA) gamma 2, accessory subunit,uc002jei.4
PPA2	9606.ENSP00000343885	Inorganic pyrophosphatase 2, mitochondrial; Hydrolyzes inorganic pyrophosphate. This activity is essential for correct regulation of mitochondrial membrane potential, and mitochondrial organization and function ; Belongs to the PPase family.	https://smart.embl.de/smart/DDvec.cgi?smart=334:Pfam_Pyrophosphatase(94|276)+	27068,3.6.1.1,A0A0C4DGB9,AAF29088.1,AAG36781.1,AAH22803.1,AAH39462.2,AAH57219.1,AAY41040.1,AB026722,AC004066,AC106888,AF161473,AF217187,AK000466,AK297096,AL136655,B4DLP7,BAA84701.1,BAA91184.1,BAG59609.1,BC022803,BC039462,BC057219,CAB66590.2,CCDS34043,CCDS34043.1,CCDS3667,CCDS3667.1,CCDS3668,CCDS3668.2,CCDS3669,CCDS3669.2,D6R967,D6RAD3,D6RGI1,D6RGV9,EC 3.6.1.1,ENSG00000138777,ENSP00000265146,ENSP00000265147,ENSP00000273977,ENSP00000311150,ENSP00000311945,ENSP00000313061,ENSP00000340352,ENSP00000343885,ENSP00000349996,ENSP00000369337,ENSP00000369338,ENSP00000369340,ENSP00000389957,ENSP00000412634,ENSP00000421177,ENSP00000422405,ENSP00000422738,ENSP00000423363,ENSP00000423467,ENSP00000423889,ENSP00000424988,ENSP00000426347,ENSP00000427375,ENST00000265146,ENST00000265147,ENST00000273977,ENST00000310237,ENST00000310267,ENST00000315000,ENST00000341695,ENST00000341695.9,ENST00000348706,ENST00000348706.9,ENST00000351450,ENST00000351450.10,ENST00000354147,ENST00000354147.7,ENST00000357415,ENST00000380001,ENST00000380002,ENST00000380004,ENST00000432483,ENST00000432483.6,ENST00000457404,ENST00000457404.6,ENST00000499847,ENST00000499847.6,ENST00000502596,ENST00000502596.5,ENST00000502610,ENST00000502610.1,ENST00000502833,ENST00000502833.5,ENST00000503171,ENST00000503171.5,ENST00000504028,ENST00000504028.5,ENST00000505713,ENST00000505713.1,ENST00000506815,ENST00000506815.5,ENST00000508518,ENST00000508518.5,ENST00000509031,ENST00000509031.5,ENST00000509426,ENST00000509426.5,ENST00000510015,ENST00000510015.5,ENST00000513605,ENST00000513605.5,ENST00000513649,ENST00000513649.1,ENST00000514209,ENST00000514209.5,ENST00000515567,ENST00000515567.5,F8W7R6,F8WDN9,FLJ20459,H0Y8X2,H0Y9D8,H0YAK2,HGNC:28883,HPA030888,HPA031671,HPA031672,HSPC124,I6L9B6,IPYR2_HUMAN,Inorganic pyrophosphatase,Inorganic pyrophosphatase 2,Inorganic pyrophosphatase 2, mitochondrial,KF457801,NM_006903,NM_006903.4,NM_176866,NM_176866.2,NM_176867,NM_176867.3,NM_176869,NM_176869.2,NM_176869.3,NP_008834,NP_008834.3,NP_789842,NP_789842.2,NP_789843,NP_789843.2,NP_789845,NP_789845.1,NX_Q9H2U2,OMIM:609988,OTTHUMG00000128781,PPA2,PPA2-201,PPA2-202,PPA2-203,PPA2-204,PPA2-205,PPA2-206,PPA2-207,PPA2-208,PPA2-209,PPA2-210,PPA2-211,PPA2-212,PPA2-213,PPA2-214,PPA2-215,PPA2-216,PPA2-217,PPA2-218,PPA2-219,PPA2-220,PPA2-221,PPA2-222,PPase 2,Pyrophosphatase SID6-306,Pyrophosphate phospho-hydrolase 2,Q4W5E9,Q6PG51,Q8TBW0,Q96E55,Q9H0T0,Q9H2U2,Q9NX37,Q9P033,Q9ULX0,R-HSA-1430728,R-HSA-379724,R-HSA-379726,R-HSA-392499,R-HSA-71737,R-HSA-72766,SCFAI,SCFI,SID6-306,UPI0000037B76,UPI000013D5C3,UPI000013D9E2,UPI000013EFD1,UPI0000367272,UPI00005CDF48,UPI0001D3B6A8,UPI0001D3B6A9,UPI0001D3B6AA,UPI0001D3B6AB,UPI0001D3B6AC,UPI0001D3B6AD,UPI0001D3B6AE,URS0000CD1AF3,URS0000D6D87C,URS0000D6E4C9,hsa:27068,inorganic pyrophosphatase 2,pyrophosphatase (inorganic) 2,uc003hxl.4
PTCD1	9606.ENSP00000292478	Pentatricopeptide repeat-containing protein 1, mitochondrial; Mitochondrial protein implicated in negative regulation of leucine tRNA levels, as well as negative regulation of mitochondria- encoded proteins and COX activity. Affects also the 3'-processing of mitochondrial tRNAs; Belongs to the PTCD1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=700:Pfam_PPR_3(161|221)+Pfam_PPR(248|278)+Pfam_PPR_3(573|621)+	26024,A4D273,AAH03688.2,AAH80580.1,AAI03503.1,AB014532,AC004922,AC073063,AC090113,AK291004,BAA31607.1,BAF83693.1,BC003688,BC080580,BC103502,C9JGL8,C9JQN9,C9JWL7,CCDS34691,CCDS34691.1,CH236956,CH471091,EAL23880.1,EAW76669.1,ENSG00000106246,ENSP00000292475,ENSP00000292478,ENSP00000352890,ENSP00000377740,ENSP00000390530,ENSP00000400168,ENSP00000401600,ENSP00000405425,ENSP00000407540,ENSP00000408059,ENSP00000410697,ENSP00000412149,ENSP00000413089,ENSP00000416954,ENSP00000450995,ENST00000292475,ENST00000292478,ENST00000292478.8,ENST00000359832,ENST00000394186,ENST00000413834,ENST00000414062,ENST00000419981,ENST00000419981.1,ENST00000422429,ENST00000430029,ENST00000430029.1,ENST00000430982,ENST00000430982.1,ENST00000437572,ENST00000438524,ENST00000449683,ENST00000451138,ENST00000485746,ENST00000485746.1,ENST00000555673,HGNC:22198,HPA020106,HPA047679,KIAA0632,NM_015545,NM_015545.3,NM_015545.4,NP_056360,NP_056360.2,NX_O75127,O75127,OMIM:614774,OTTHUMG00000154600,PTCD1,PTCD1-201,PTCD1-202,PTCD1-203,PTCD1-204,PTCD1-205,PTCD1_HUMAN,Pentatricopeptide repeat domain 1,Q3ZB78,Q66K60,Q9UDV2,UPI0000223FFA,UPI000198CE59,UPI000198CE5A,UPI000198CE5C,hsa:26024,pentatricopeptide repeat domain 1,uc003uqh.4
PTPMT1	9606.ENSP00000325958	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1; Lipid phosphatase which dephosphorylates phosphatidylglycerophosphate (PGP) to phosphatidylglycerol (PG) (By similarity). PGP is an essential intermediate in the biosynthetic pathway of cardiolipin, a mitochondrial-specific phospholipid regulating the membrane integrity and activities of the organelle (By similarity). Has also been shown to display phosphatase activity toward phosphoprotein substrates, specifically mediates dephosphorylation of mitochondrial proteins, thereby playing an essential role in ATP production  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=201:Pfam_DSPc(51|185)+	114971,3.1.3.16,3.1.3.27,3.1.3.48,AAH14048.1,AAH20242.1,AAK07545.1,AAP94732.1,AC090559,AC104942,AF277187,AY333987,Atypical dual specificity phosphatase,BC014048,BC020242,BC073798,CCDS41643,CCDS41643.1,CCDS44593,CCDS44593.1,CHEMBL2052033,DUSP23,E9PAT8,E9PQM0,EC 3.1.3.16,EC 3.1.3.27,EC 3.1.3.48,ENSG00000110536,ENSP00000263774,ENSP00000325882,ENSP00000325958,ENSP00000410272,ENSP00000436160,ENSP00000436916,ENST00000263774,ENST00000326656,ENST00000326656.12,ENST00000326674,ENST00000326674.9,ENST00000426530,ENST00000426530.2,ENST00000526719,ENST00000527079,ENST00000527079.2,ENST00000534775,ENST00000534775.1,HGNC:26965,HPA040348,HPA043932,MOSP,NM_001143984,NM_001143984.1,NM_175732,NM_175732.2,NM_175732.3,NP_001137456,NP_001137456.1,NP_783859,NP_783859.1,NX_Q8WUK0,OMIM:609538,OTTHUMG00000166892,PLIP,PNAS-129,PTEN-like phosphatase,PTPM1_HUMAN,PTPMT1,PTPMT1-201,PTPMT1-202,PTPMT1-203,PTPMT1-204,PTPMT1-205,Phosphoinositide lipid phosphatase,Protein tyrosine phosphatase mitochondrial 1,Protein-tyrosine phosphatase mitochondrial 1,Q7Z557,Q8WUK0,Q96CR2,Q9BXV8,R-HSA-1430728,R-HSA-1483148,R-HSA-1483206,R-HSA-1483257,R-HSA-556833,UPI00000472C6,UPI00001B4EBF,UPI000153CE47,UPI000153CFEF,hsa:114971,protein tyrosine phosphatase mitochondrial 1,uc001nfs.5
RNASEH2C	9606.ENSP00000308193	Ribonuclease H2 subunit C; Non catalytic subunit of RNase H2, an endonuclease that specifically degrades the RNA of RNA:DNA hybrids. Participates in DNA replication, possibly by mediating the removal of lagging-strand Okazaki fragment RNA primers during DNA replication. Mediates the excision of single ribonucleotides from DNA:RNA duplexes.	https://smart.embl.de/smart/DDvec.cgi?smart=164:Pfam_RNase_H2_suC(28|157)+	3P56,3PUF,84153,A0A024R5B3,AAH23588.1,AAL87739.1,AAO49176.1,AAO49177.1,AF312034,AF346605,AF346606,AGS3,AK024627,AP001266,AYP1,Aicardi-Goutieres syndrome 3,Aicardi-Goutieres syndrome 3 protein,BAB14937.1,BC023588,CCDS8111,CCDS8111.1,CH471076,E9PN81,EAW74434.1,EAW74435.1,ENSG00000172922,ENSP00000308193,ENSP00000431555,ENSP00000432081,ENSP00000432897,ENSP00000434996,ENSP00000435717,ENSP00000493695,ENST00000308418,ENST00000308418.8,ENST00000527610,ENST00000527610.1,ENST00000528220,ENST00000528220.2,ENST00000530192,ENST00000530192.1,ENST00000531596,ENST00000531596.6,ENST00000533698,ENST00000533698.5,ENST00000534482,ENST00000534482.6,ENST00000642430,ENST00000642430.1,ENST00000643214,ENST00000643214.1,ENST00000644142,ENST00000644142.1,ENST00000644198,ENST00000644198.1,ENST00000645835,ENST00000645835.1,ENST00000646597,ENST00000646597.1,H0YCP5,H0YEF3,HGNC:24116,HPA065375,LRG_280,LRG_280t1,NM_032193,NM_032193.3,NM_032193.4,NP_115569,NP_115569.2,NX_Q8TDP1,OMIM:610330,OTTHUMG00000166601,Q8TDP1,Q9H7F5,RNASEH2C,RNASEH2C-201,RNASEH2C-202,RNASEH2C-203,RNASEH2C-204,RNASEH2C-205,RNASEH2C-206,RNASEH2C-207,RNASEH2C-208,RNASEH2C-209,RNASEH2C-210,RNASEH2C-211,RNASEH2C-212,RNASEH2C-213,RNH2C_HUMAN,RNase H1 small subunit,RNase H2 subunit C,Ribonuclease H2 subunit C,Ribonuclease HI subunit C,UPI000000D799,UPI0001F78046,hsa:84153,ribonuclease H2 subunit C,ribonuclease H2, subunit C,uc001ofn.4
RPUSD4	9606.ENSP00000298317	Mitochondrial RNA pseudouridine synthase RPUSD4; Catalyzes uridine to pseudouridine isomerization (pseudouridylation) of different mitochondrial RNA substrates. Acts on position 1397 in 16S mitochondrial ribosomal RNA (16S mt-rRNA). This modification is required for the assembly of 16S mt-rRNA into a functional mitochondrial ribosome. Acts on position 39 in mitochondrial tRNA(Phe). As a component of a functional protein-RNA module, consisting of RCC1L, NGRN, RPUSD3, RPUSD4, TRUB2, FASTKD2 and 16S mt-rRNA, controls 16S mt-rRNA abundance and is required for intra-mitochondrial translatio [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=377:Pfam_PseudoU_synth_2(105|277)+	5.4.99.-,5UBA,84881,AAH14131.1,AK027400,AK308059,AP001893,BAB55086.1,BC014131,CCDS53721,CCDS53721.1,CCDS8469,CCDS8469.1,E9PJV3,E9PML2,EC 5.4.99.-,ENSG00000165526,ENSP00000298317,ENSP00000433065,ENSP00000433709,ENST00000298317,ENST00000298317.8,ENST00000525812,ENST00000525812.1,ENST00000526942,ENST00000526942.5,ENST00000530036,ENST00000530036.1,ENST00000530903,ENST00000530903.1,ENST00000532674,ENST00000532674.2,ENST00000532800,ENST00000532800.1,ENST00000533628,ENST00000533628.5,ENST00000534393,ENST00000534393.5,FLJ14494,HGNC:25898,HPA039689,Mitochondrial RNA pseudouridine synthase RPUSD4,NM_001144827,NM_001144827.1,NM_001363516,NM_001363516.2,NM_032795,NM_032795.2,NM_032795.3,NP_001138299,NP_001138299.1,NP_001350445,NP_001350445.1,NP_116184,NP_116184.2,NX_Q96CM3,OMIM:617488,OTTHUMG00000165815,Q96CM3,Q96K56,RNA pseudouridine synthase D4,RNA pseudouridylate synthase domain containing 4,RPUSD4,RPUSD4-201,RPUSD4-202,RPUSD4-203,RPUSD4-204,RPUSD4-205,RPUSD4-206,RPUSD4-207,RPUSD4-208,RPUSD4-209,RUSD4_HUMAN,UPI0000071274,UPI0001891F1D,UPI0004620B5B,URS00008C0C93,URS0000D6E55F,XM_011543039,XM_011543039.2,XP_011541341,XP_011541341.1,hsa:84881,uc001qde.3
RTCB	9606.ENSP00000216038	RNA-splicing ligase RtcB homolog; Catalytic subunit of the tRNA-splicing ligase complex that acts by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'-phosphodiester. May act as an RNA ligase with broad substrate specificity, and may function toward other RNAs.	https://smart.embl.de/smart/DDvec.cgi?smart=505:Pfam_RtcB(68|505)+	3'-phosphate/5'-hydroxy nucleic acid ligase,51493,6.5.1.3,6.5.1.8,AAF29081.1,AAF67477.1,AAH00151.1,AAH02970.1,AAH10308.1,AAH16707.1,AF155658,AF161466,AK312503,AL021937,AL050255,AL137272,B2R6A8,BAG35405.1,BC000151,BC002970,BC010308,BC016707,C22orf28,CAB43357.1,CAB70670.1,CAG30336.1,CAG33456.1,CCDS13905,CCDS13905.1,CH471095,CR456450,CR457175,DJ149A16.6,EAW60021.1,EC 6.5.1.3,EC 6.5.1.8,ENSG00000100220,ENSP00000216038,ENSP00000300399,ENSP00000387359,ENSP00000404080,ENSP00000413466,ENSP00000414067,ENSP00000414437,ENST00000216038,ENST00000216038.5,ENST00000300399,ENST00000426906,ENST00000437533,ENST00000442204,ENST00000451746,ENST00000454663,ENST00000463455,ENST00000463455.1,ENST00000476619,ENST00000476619.5,ENST00000485373,ENST00000485373.5,ENST00000487704,ENST00000487704.5,ENST00000498434,ENST00000498434.1,FAAP,HGNC:26935,HPA000535,HPA001103,HSPC117,NM_014306,NM_014306.4,NM_014306.5,NP_055121,NP_055121.1,NX_Q9Y3I0,OMIM:613901,OTTHUMG00000030300,Q6IAI0,Q9BWL4,Q9NTH1,Q9P037,Q9P0J3,Q9Y3I0,R-HSA-6784531,R-HSA-72306,R-HSA-8953854,RNA 2',3'-cyclic phosphate and 5'-OH ligase,RNA-splicing ligase RtcB homolog,RTCB,RTCB-201,RTCB-202,RTCB-203,RTCB-204,RTCB-205,RTCB-206,RTCB_HUMAN,UPI000006E0DE,URS0000D6E45C,chromosome 22 open reading frame 28,focal adhesion-associated protein,hsa:51493,tRNA-splicing ligase RtcB homolog,uc003amm.3
SARS2	9606.ENSP00000472847	Serine--tRNA ligase, mitochondrial; Catalyzes the attachment of serine to tRNA(Ser). Is also probably able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec).	https://smart.embl.de/smart/DDvec.cgi?smart=520:Pfam_tRNA-synt_2b(286|470)+	54938,6.1.1.11,A6NHW7,AAH01020.2,AAH42912.1,AB029948,AC011455,AK000457,AK293414,AK296152,B4DE10,B4DJM9,BAA91176.1,BAA99557.1,BAG56921.1,BAG58891.1,BC001020,BC042912,CCDS33017,CCDS33017.1,CCDS54265,CCDS54265.1,CH471126,EAW56848.1,EC 6.1.1.11,ENSG00000104835,ENSP00000221431,ENSP00000292852,ENSP00000312902,ENSP00000373919,ENSP00000373920,ENSP00000375927,ENSP00000399330,ENSP00000406754,ENSP00000414954,ENSP00000468865,ENSP00000471767,ENSP00000472339,ENSP00000472576,ENSP00000472847,ENST00000221431,ENST00000221431.10,ENST00000292852,ENST00000313505,ENST00000389267,ENST00000389268,ENST00000392076,ENST00000430193,ENST00000430193.7,ENST00000448145,ENST00000455102,ENST00000455102.6,ENST00000593754,ENST00000593754.1,ENST00000594171,ENST00000594171.5,ENST00000594259,ENST00000594259.1,ENST00000597490,ENST00000597490.1,ENST00000598343,ENST00000598343.5,ENST00000598563,ENST00000598563.5,ENST00000598598,ENST00000598598.5,ENST00000598831,ENST00000598831.5,ENST00000600042,ENST00000600042.5,ENST00000600448,ENST00000600448.5,ENST00000602034,ENST00000602034.1,FLJ20450,HGNC:17697,HPA052730,HPA056957,M0QWZ7,M0QX29,M0R1C0,M0R259,M0R2H5,NM_001145901,NM_001145901.1,NM_001145901.2,NM_017827,NM_017827.3,NM_017827.4,NP_001139373,NP_001139373.1,NP_060297,NP_060297.1,NX_Q9NP81,OMIM:612804,OTTHUMG00000182691,Q9BVP3,Q9NP81,R-HSA-379724,R-HSA-379726,R-HSA-392499,R-HSA-72766,SARS,SARS2,SARS2-201,SARS2-202,SARS2-203,SARS2-204,SARS2-205,SARS2-206,SARS2-207,SARS2-208,SARS2-209,SARS2-210,SARS2-211,SARS2-212,SARS2-213,SARS2-214,SARSM,SERS,SYS,SYSM_HUMAN,SerRS,SerRSmt,Serine--tRNA ligase, mitochondrial,Seryl-tRNA synthetase,Seryl-tRNA(Ser/Sec) synthetase,UPI000000DA00,UPI0000456CB2,UPI000059D71A,UPI0000E0475A,UPI00017A6C34,UPI00017A72C4,UPI0002A472AF,UPI0002A473F1,URS0000D6DEEA,URS0000D6E033,URS0000D6E462,mtSerRS,serine tRNA ligase 2, mitochondrial,serine-tRNA ligase, mitochondrial,seryl-tRNA synthetase 2,seryl-tRNA synthetase 2, mitochondrial,uc002oka.3
